Generation,Crosses,Treatment,Exposure,Sample,Sex,Sugar.Weight,Glucose ,Trehalose,Glycogen,Fat.Weight,TAG,Fitness
F1,McPc,CD,Control,13,female,3.67,8.255811623,8.595120935,13.63885541,3.89,30.15817026,124
F1,McPc,CD,Control,14,female,3.74,6.217018019,11.10032304,14.59395858,3.41,43.48420182,108
F1,McPc,CD,Control,15,female,3.6,9.054761905,13.83103563,22.03761949,3.54,37.80900645,282
F1,McPc,CD,Control,16,female,3.55,8.353864386,11.94384397,17.94555619,3.97,39.16019524,758
F1,McPc,CD,Control,17,female,3.54,5.466205464,11.19892595,17.52743843,3.88,42.05578124,264
F1,McPc,CD,Control,18,female,3.67,5.97519068,8.36771658,16.63704983,3.58,17.62343983,186
F1,McPc,CD,Control,19,female,3.62,8.416833667,12.8544274,21.04388694,3.76,68.59770975,368
F1,McPc,CD,Control,20,female,3.77,6.218473896,8.721332036,9.111469477,3.75,34.0294645,339
F1,McPc,CD,Control,21,female,3.81,8.113590264,16.10275392,34.35034112,3.7,34.25357034,230
F1,McPc,CD,Control,22,female,3.51,5.938123752,9.42758658,10.81917853,3.52,32.68272041,496
F1,McPc,CD,Control,23,female,3.92,7.178628512,13.00113392,24.72224593,3.9,29.77995711,242
F1,McPc,CD,Control,24,female,3.36,5.495244003,12.66566511,10.66418168,3.62,36.79941539,207
F1,McPc,CD,Control,25,female,NA,NA,NA,NA,NA,NA,464
F1,MhPc,HSD,Maternal,1,female,3.66,14.73144457,-0.872210366,20.15752508,3.78,49.97769061,180
F1,MhPc,HSD,Maternal,2,female,3.67,8.970310432,6.917100341,22.47316689,3.86,47.86609564,184
F1,MhPc,HSD,Maternal,3,female,3.77,9.218620361,2.029491855,8.081840789,3.43,48.5904692,224
F1,MhPc,HSD,Maternal,4,female,3.68,8.884843401,23.56707968,29.77597426,3.4,48.66342566,212
F1,MhPc,HSD,Maternal,5,female,3.78,6.701085098,5.529785878,17.85708091,3.54,45.06535327,164
F1,MhPc,HSD,Maternal,6,female,3.8,8.601386731,13.28102601,17.13931993,3.51,29.24830945,267
F1,MhPc,HSD,Maternal,7,female,3.9,10.38347865,5.870284455,25.6320087,3.46,41.84310894,194
F1,MhPc,HSD,Maternal,8,female,3.9,12.28232836,6.969783856,23.4758646,3.64,58.66596197,293
F1,MhPc,HSD,Maternal,9,female,3.47,9.226279001,7.93589902,10.25977567,3.76,50.01112865,335
F1,MhPc,HSD,Maternal,10,female,4.02,11.43542099,9.018867748,12.84611491,3.62,54.74820198,210
F1,MhPc,HSD,Maternal,11,female,3.81,9.496665906,6.399094108,21.04527355,3.37,20.66912972,197
F1,MhPc,HSD,Maternal,12,female,3.82,11.57869042,7.325686228,26.86953138,3.77,55.56944404,88
F1,MhPc,HSD,Maternal,13,female,3.86,7.333519047,5.61006001,13.22457411,3.58,42.44780391,344
F1,MhPc,HSD,Maternal,14,female,3.99,4.710459258,15.82454708,20.38485232,3.51,52.50814741,106
F1,MhPc,HSD,Maternal,15,female,3.82,3.516719188,13.91367531,17.52504455,3.95,41.14830091,184
F1,MhPc,HSD,Maternal,16,female,3.55,3.944672131,12.32913175,16.53604924,3.75,46.26681395,423
F1,MhPc,HSD,Maternal,17,female,3.8,8.861523046,15.36838544,23.22549333,4.08,63.28793434,402
F1,MhPc,HSD,Maternal,18,female,3.68,2.571541502,13.39287246,18.67133322,3.33,42.85678225,362
F1,MhPc,HSD,Maternal,19,female,3.96,8.971774194,17.62635884,25.73945688,3.75,42.72097488,118
F1,MhPc,HSD,Maternal,20,female,3.84,8.651841487,13.39768462,18.63225805,3.88,38.5515813,86
F1,MhPc,HSD,Maternal,21,female,4.04,6.000958973,11.06177036,14.01939363,3.75,45.59318688,149
F1,MhPc,HSD,Maternal,22,female,3.68,7.634688274,12.27523614,25.04317144,3.75,39.19566179,87
F1,MhPc,HSD,Maternal,23,female,4.04,6.908597173,9.232333735,19.44129885,3.85,52.14490454,78
F1,MhPc,HSD,Maternal,24,female,3.89,9.00307422,16.91149181,35.27465572,4.04,51.73180665,180
F1,MhPc,HSD,Maternal,25,female,NA,NA,NA,NA,NA,NA,109
F1,McPh,HSD,Paternal,1,female,3.45,7.412595587,8.232726642,10.65443839,3.58,44.43445212,497
F1,McPh,HSD,Paternal,2,female,3.8,10.45771831,5.694652709,17.66587181,3.92,52.56870133,552
F1,McPh,HSD,Paternal,3,female,3.68,8.363864825,6.816653455,17.3698991,3.94,64.23980548,423
F1,McPh,HSD,Paternal,4,female,3.7,8.875782684,5.792413459,15.46641676,3.66,67.96016598,690
F1,McPh,HSD,Paternal,5,female,4.05,12.49380767,6.03277144,16.38966463,3.81,45.78401255,267
F1,McPh,HSD,Paternal,6,female,4.01,11.26215327,9.263555191,10.50862336,3.55,31.81618619,230
F1,McPh,HSD,Paternal,7,female,3.73,10.35195559,5.516559061,11.86812405,3.67,39.91390581,500
F1,McPh,HSD,Paternal,8,female,3.67,9.113100774,2.070331179,6.362683362,3.56,22.24277527,271
F1,McPh,HSD,Paternal,9,female,3.67,6.91303901,2.666767616,6.145488959,3.8,65.62215007,453
F1,McPh,HSD,Paternal,10,female,3.49,5.603258457,8.303981395,11.58002419,3.62,31.78044459,477
F1,McPh,HSD,Paternal,11,female,3.56,6.555230102,10.52812585,12.07881442,4,34.11355886,146
F1,McPh,HSD,Paternal,12,female,3.94,8.728814727,24.31066791,35.70937608,3.6,39.76708736,182
F1,McPh,HSD,Paternal,13,female,3.63,8.245018865,8.380391911,11.56192399,3.88,42.49234902,167
F1,McPh,HSD,Paternal,14,female,3.7,7.498494627,12.45800638,10.56177346,4,45.63433815,353
F1,McPh,HSD,Paternal,15,female,3.55,8.049641013,12.69060844,13.16445587,3.81,45.97455614,563
F1,McPh,HSD,Paternal,16,female,3.46,5.345416752,6.610418609,7.806003512,3.62,86.10549463,300
F1,McPh,HSD,Paternal,17,female,3.73,8.77022694,14.54357651,17.03342121,3.67,40.63668752,359
F1,McPh,HSD,Paternal,18,female,3.64,10.6361829,11.32591946,5.216077773,3.67,47.7097184,138
F1,McPh,HSD,Paternal,19,female,3.75,10.66512596,13.93587527,17.74266124,3.65,48.63411723,290
F1,McPh,HSD,Paternal,20,female,3.82,8.858426289,16.08256092,18.77110969,3.5,34.95871083,201
F1,McPh,HSD,Paternal,21,female,3.64,3.554548272,12.15788131,8.782740533,3.57,67.07202084,197
F1,McPh,HSD,Paternal,22,female,3.71,8.278562155,9.895678164,21.20864551,3.82,30.00450257,241
F1,McPh,HSD,Paternal,23,female,3.71,4.670912951,11.32425739,12.90827257,3.82,55.95624161,366
F1,McPh,HSD,Paternal,24,female,4.01,6.871146146,13.10180917,23.77571422,3.52,40.15454411,313
F1,McPh,HSD,Paternal,25,female,NA,NA,NA,NA,NA,NA,221
F1,MhPh,HSD,Parental,1,female,3.76,11.84592242,4.092142759,27.69706283,3.78,30.27584661,203
F1,MhPh,HSD,Parental,2,female,3.8,13.18043037,4.585634415,20.32156473,3.64,36.36950242,279
F1,MhPh,HSD,Parental,3,female,3.97,12.69008868,8.912711097,22.37128108,3.86,57.47247497,323
F1,MhPh,HSD,Parental,4,female,3.99,9.405141118,5.870978043,19.55975174,3.58,52.60882847,251
F1,MhPh,HSD,Parental,5,female,3.43,8.263682457,4.274264545,10.87786215,3.6,29.67693065,181
F1,MhPh,HSD,Parental,6,female,3.82,12.69181129,5.123476147,16.13684645,3.72,65.10786102,130
F1,MhPh,HSD,Parental,7,female,3.69,12.73725979,10.3621249,30.13387612,3.68,51.96252465,227
F1,MhPh,HSD,Parental,8,female,3.87,10.13400155,9.758229279,51.51970233,3.77,73.28324973,144
F1,MhPh,HSD,Parental,9,female,4.03,11.73732594,11.68283803,19.72848766,3.87,49.95093206,135
F1,MhPh,HSD,Parental,10,female,3.94,10.34374875,8.767879847,25.82959216,3.79,46.29235028,421
F1,MhPh,HSD,Parental,11,female,3.72,11.49109048,5.278831706,13.55652459,3.51,32.42169296,119
F1,MhPh,HSD,Parental,12,female,3.35,6.663034158,5.667789619,17.25392328,3.72,29.68129655,312
F1,MhPh,HSD,Parental,13,female,3.57,7.691923231,6.918003401,9.829979147,3.78,50.33166738,109
F1,MhPh,HSD,Parental,14,female,3.53,9.747955768,5.803539045,15.05919577,3.58,42.38240909,529
F1,MhPh,HSD,Parental,15,female,3.77,9.808853119,11.95629902,22.33113177,3.87,57.28293134,126
F1,MhPh,HSD,Parental,16,female,3.66,7.478983059,6.853741791,12.61147092,3.87,33.75809437,160
F1,MhPh,HSD,Parental,17,female,3.98,10.61211015,12.71310501,23.89817548,3.54,46.45978794,189
F1,MhPh,HSD,Parental,18,female,4.11,8.818335049,10.47088721,25.18176869,4,45.24187309,120
F1,MhPh,HSD,Parental,19,female,3.62,8.237672099,11.77289734,17.26252743,3.92,46.27950909,133
F1,MhPh,HSD,Parental,20,female,3.93,12.54617303,14.70518699,23.368749,3.98,54.73071846,91
F1,MhPh,HSD,Parental,21,female,3.77,13.48425197,9.299193597,23.91750095,3.79,99.01702813,125
F1,MhPh,HSD,Parental,22,female,3.78,6.111703761,8.390978172,12.16664735,3.87,44.07329357,357
F1,MhPh,HSD,Parental,23,female,3.95,10.20678685,12.91223957,31.48737631,3.82,68.24195961,65
F1,MhPh,HSD,Parental,24,female,3.91,8.015453834,11.99546371,27.40666472,3.64,52.3578271,103
F1,MhPh,HSD,Parental,25,female,NA,NA,NA,NA,NA,NA,118
F2,MnPc,NSD,Maternal,1,male,2.77,13.77214389,20.60559452,44.22131583,2.59,51.83992923,NA
F2,MnPc,NSD,Maternal,2,male,2.68,12.18934537,15.14993396,33.88825268,2.61,26.6618716,NA
F2,MnPc,NSD,Maternal,3,male,2.67,11.69316016,24.27559161,16.06194843,2.41,37.43005044,NA
F2,MnPc,NSD,Maternal,4,male,2.54,12.14139216,32.85231964,22.7800562,2.49,19.27698407,NA
F2,MnPc,NSD,Maternal,5,male,2.48,12.16584528,16.08973242,27.35665902,2.14,63.86887755,NA
F2,MnPc,NSD,Maternal,6,male,2.7,10.27400085,38.47308896,14.84393709,2.54,43.43424319,NA
F2,MnPc,NSD,Maternal,7,male,2.65,13.60751331,19.8710442,30.88473444,2.72,48.6237828,NA
F2,MnPc,NSD,Maternal,8,male,2.57,7.712753716,20.83684881,22.67089213,2.26,39.76379347,NA
F2,MnPc,NSD,Maternal,9,male,2.67,13.25906834,22.92948547,16.52267987,2.46,53.88556434,NA
F2,MnPc,NSD,Maternal,10,male,2.44,6.72335305,9.28719392,17.68328913,2.82,27.33128863,NA
F2,MnPc,NSD,Maternal,11,male,2.48,9.985254752,9.376807414,23.99171363,2.57,55.87229091,NA
F2,MnPc,NSD,Maternal,12,male,2.66,11.08477737,18.78163635,17.60760177,2.39,43.18406085,NA
F2,MnPc,NSD,Maternal,13,male,2.34,8.089974178,10.51062422,22.99056184,2.38,29.42610169,NA
F2,MnPc,NSD,Maternal,14,male,2.58,12.24009169,17.86888024,35.84600988,2.52,97.5766618,NA
F2,MnPc,NSD,Maternal,15,male,2.69,9.276944591,13.97848909,18.08008713,2.72,28.46950886,NA
F2,MnPc,NSD,Maternal,16,male,2.5,7.397942815,14.68571438,25.47916603,2.27,45.96899419,NA
F2,MnPc,NSD,Maternal,17,male,2.44,17.00805322,12.28878311,28.31644233,2.51,53.4330862,NA
F2,MnPc,NSD,Maternal,18,male,2.62,9.921619922,17.01258109,34.18663641,2.29,23.09671653,NA
F2,MnPc,NSD,Maternal,19,male,2.31,11.51175214,11.24881367,15.64842739,2.49,40.74861524,NA
F2,MnPc,NSD,Maternal,20,male,2.64,8.575087697,13.96741046,33.99376101,2.46,44.42003758,NA
F2,MnPc,NSD,Maternal,21,male,2.44,7.826024806,15.24027795,31.60986229,2.46,25.44363763,NA
F2,MnPc,NSD,Maternal,22,male,2.54,8.767137618,14.51198298,37.73127873,2.68,45.36362699,NA
F2,MnPc,NSD,Maternal,23,male,2.91,8.774824694,14.23019428,19.25566958,2.64,37.78299701,NA
F2,MnPc,NSD,Maternal,24,male,2.63,9.458772921,12.08997945,18.59868916,2.54,25.395803,NA
F2,McPn,NSD,Paternal,1,male,2.65,10.08804623,13.01593206,40.36078943,2.39,26.03372416,NA
F2,McPn,NSD,Paternal,2,male,2.64,11.68536325,18.01745256,38.15496212,2.57,64.64538302,NA
F2,McPn,NSD,Paternal,3,male,2.42,15.26668347,12.54788606,25.44058906,2.4,53.92105544,NA
F2,McPn,NSD,Paternal,4,male,2.62,11.71331726,22.77954198,53.73464113,2.58,33.68394543,NA
F2,McPn,NSD,Paternal,5,male,2.53,12.8874531,18.12093898,35.98812481,2.4,33.64019335,NA
F2,McPn,NSD,Paternal,6,male,2.53,9.653494811,14.66805085,29.93682798,2.42,40.52525219,NA
F2,McPn,NSD,Paternal,7,male,2.57,8.720983623,16.94611113,34.65579207,2.45,42.30894679,NA
F2,McPn,NSD,Paternal,8,male,2.38,9.469659094,19.88692293,41.08531947,2.34,32.76059769,NA
F2,McPn,NSD,Paternal,9,male,2.43,11.44720608,14.29357248,24.16669947,2.53,41.39044256,NA
F2,McPn,NSD,Paternal,10,male,2.63,11.81709568,19.22425958,42.83733553,2.73,37.71119347,NA
F2,McPn,NSD,Paternal,11,male,2.58,9.973751217,18.10794098,45.70524376,2.45,29.79849973,NA
F2,McPn,NSD,Paternal,12,male,2.34,11.97533013,9.204430864,24.89410787,2.68,36.21180679,NA
F2,McPn,NSD,Paternal,13,male,2.5,9.868168336,17.46481007,31.43971593,2.24,28.87810364,NA
F2,McPn,NSD,Paternal,14,male,2.55,7.786819774,18.74242355,40.72528704,2.29,28.09212631,NA
F2,McPn,NSD,Paternal,15,male,2.57,12.09468465,17.4308711,45.30514869,2.2,22.09861839,NA
F2,McPn,NSD,Paternal,16,male,2.58,13.18610202,10.58315227,27.43658176,2.48,38.33273517,NA
F2,McPn,NSD,Paternal,17,male,2.54,13.57589477,12.09733246,24.51255397,2.46,51.18846719,NA
F2,McPn,NSD,Paternal,18,male,2.38,10.85266132,18.77177472,56.29707388,2.55,43.60020253,NA
F2,McPn,NSD,Paternal,19,male,2.39,9.670998706,18.04393342,44.8110918,2.62,40.01434272,NA
F2,McPn,NSD,Paternal,20,male,2.61,12.66493056,14.93181707,50.33667123,2.49,41.23706538,NA
F2,McPn,NSD,Paternal,21,male,2.35,10.75088351,14.53678241,34.19170775,2.32,32.29347826,NA
F2,McPn,NSD,Paternal,22,male,2.4,11.59577138,17.58592319,46.64332658,2.32,55.19554819,NA
F2,McPn,NSD,Paternal,23,male,2.66,11.3615267,17.45589198,50.29641748,2.73,55.36216158,NA
F2,McPn,NSD,Paternal,24,male,2.7,13.16652994,17.97009412,52.14548644,2.51,86.80568622,NA
F2,MnPn,NSD,Parental,1,male,2.6,6.249761944,21.29807219,34.03977057,2.44,26.18599744,NA
F2,MnPn,NSD,Parental,2,male,2.89,7.939532717,13.74448826,15.59483038,2.64,21.72946099,NA
F2,MnPn,NSD,Parental,3,male,2.6,12.61629892,19.45492402,37.40695993,2.56,63.63721364,NA
F2,MnPn,NSD,Parental,4,male,2.52,8.903245011,13.42284711,32.87340533,2.57,37.10963491,NA
F2,MnPn,NSD,Parental,5,male,2.52,13.1240328,34.40683139,20.15387049,2.62,80.61143696,NA
F2,MnPn,NSD,Parental,6,male,2.72,10.44052019,27.94403541,39.94374406,2.39,24.18921594,NA
F2,MnPn,NSD,Parental,7,male,2.56,11.22311948,20.27750224,27.81309546,2.19,12.34074651,NA
F2,MnPn,NSD,Parental,8,male,2.62,12.18542693,27.15810501,32.23159354,2.41,23.56244067,NA
F2,MnPn,NSD,Parental,9,male,2.51,8.794104454,26.42205876,38.5768615,2.32,26.45600546,NA
F2,MnPn,NSD,Parental,10,male,2.66,12.46270126,26.22367844,32.81680849,2.29,16.34964478,NA
F2,MnPn,NSD,Parental,11,male,2.77,9.53927718,27.39914296,18.4465376,2.57,22.94706365,NA
F2,MnPn,NSD,Parental,12,male,2.81,11.81691287,28.31499986,22.85623284,2.55,25.84479221,NA
F2,MnPn,NSD,Parental,13,male,2.54,9.702299794,10.61939168,32.30646922,2.48,35.32911808,NA
F2,MnPn,NSD,Parental,14,male,2.61,6.798175618,11.02991981,21.46989853,2.42,45.24060962,NA
F2,MnPn,NSD,Parental,15,male,2.59,7.513696646,19.47085972,13.76586605,2.7,28.03999468,NA
F2,MnPn,NSD,Parental,16,male,2.39,6.794835573,10.06545507,21.37741554,2.66,30.0060409,NA
F2,MnPn,NSD,Parental,17,male,2.53,11.20182013,14.67822152,23.00834739,2.37,19.34325241,NA
F2,MnPn,NSD,Parental,18,male,2.74,11.54096265,11.93449779,35.34727491,2.48,31.77934996,NA
F2,MnPn,NSD,Parental,19,male,2.4,8.911574139,18.46407545,36.33297998,2.43,53.11365417,NA
F2,MnPn,NSD,Parental,20,male,2.5,10.5713848,11.07486444,16.36855902,2.36,40.40545679,NA
F2,MnPn,NSD,Parental,21,male,2.65,9.428100514,8.352728259,8.896294562,2.67,70.68362015,NA
F2,MnPn,NSD,Parental,22,male,2.39,8.032409405,11.86467675,14.88772049,2.51,38.62456748,NA
F2,MnPn,NSD,Parental,23,male,2.47,10.07231405,14.07345678,24.5329042,2.77,25.98743662,NA
F2,MnPn,NSD,Parental,24,male,2.66,9.556580146,13.82002594,25.04379093,2.51,53.58964894,NA
F2,McPc,CD,Control,1,male,2.45,7.905701754,9.969235964,17.27949791,2.26,20.91780469,NA
F2,McPc,CD,Control,2,male,2.64,7.927725497,13.31517368,9.252001687,2.77,38.61262767,NA
F2,McPc,CD,Control,3,male,2.63,8.670053842,13.86963149,16.79620349,2.51,27.20009741,NA
F2,McPc,CD,Control,4,male,2.52,8.191971913,11.65387996,11.65369202,2.77,31.8341472,NA
F2,McPc,CD,Control,5,male,2.63,9.149041938,15.85095806,19.98107299,2.79,55.06462132,NA
F2,McPc,CD,Control,6,male,2.57,7.955539382,14.5912771,22.282457,2.56,30.37219429,NA
F2,McPc,CD,Control,7,male,2.49,9.502383393,10.28387058,21.98538286,2.6,41.30229965,NA
F2,McPc,CD,Control,8,male,2.53,7.180899746,9.650282233,13.91482397,2.55,36.80362777,NA
F2,McPc,CD,Control,9,male,2.47,7.185574408,13.636726,11.55028605,2.59,25.35352785,NA
F2,McPc,CD,Control,10,male,2.29,7.20526736,11.91543762,17.21310504,2.39,33.64636638,NA
F2,McPc,CD,Control,11,male,2.59,6.859896905,10.12253264,14.78317877,2.92,33.11812555,NA
F2,McPc,CD,Control,12,male,2.67,8.806113509,5.651402831,24.6295535,2.61,38.19067062,NA
F2,McPc,CD,Control,13,male,2.46,7.490114322,9.197054231,14.90415369,2.58,30.78733568,NA
F2,McPc,CD,Control,14,male,2.75,9.103692707,11.40912781,18.08068241,2.62,49.30005214,NA
F2,McPc,CD,Control,15,male,2.36,5.994601089,8.104879999,13.73420518,2.48,63.51091288,NA
F2,McPc,CD,Control,16,male,2.45,7.251976302,9.503046933,21.80593839,2.57,37.16331794,NA
F2,McPc,CD,Control,17,male,2.86,5.255915524,8.753837385,12.47033742,2.44,36.82506128,NA
F2,McPc,CD,Control,18,male,2.45,7.195922975,8.459922914,13.04152863,2.6,34.93709366,NA
F2,McPc,CD,Control,19,male,2.48,10.24484264,10.32786235,18.50090934,2.71,33.91908968,NA
F2,McPc,CD,Control,20,male,2.53,5.271907216,9.976319734,10.7502886,2.51,26.54286902,NA
F2,McPc,CD,Control,21,male,2.55,8.081680907,11.54974069,17.50350635,2.31,41.09045072,NA
F2,McPc,CD,Control,22,male,2.61,4.797041458,11.89980483,14.43259939,2.61,52.15159093,NA
F2,McPc,CD,Control,23,male,2.7,7.418568988,7.940070162,22.34405702,2.63,26.44646112,NA
F2,McPc,CD,Control,24,male,2.59,5.367811172,9.458811952,11.53620788,2.57,35.52758713,NA
F2,MhPc,HSD,Maternal,1,male,2.26,9.836419183,22.77402258,12.21077547,2.47,9.658894892,NA
F2,MhPc,HSD,Maternal,2,male,2.83,11.48313932,18.95984063,22.23711406,2.6,14.81010328,NA
F2,MhPc,HSD,Maternal,3,male,2.49,11.1296529,13.19324421,39.4376982,2.46,15.09270889,NA
F2,MhPc,HSD,Maternal,4,male,2.54,9.002649854,18.20438491,28.27771589,2.47,12.15356861,NA
F2,MhPc,HSD,Maternal,5,male,2.6,12.32070816,8.574177792,18.97515464,2.62,13.74691097,NA
F2,MhPc,HSD,Maternal,6,male,2.79,10.95798686,15.37420313,24.08365413,2.44,13.74691097,NA
F2,MhPc,HSD,Maternal,7,male,2.57,14.3432895,18.40652958,27.42911471,1.99,17.24986541,NA
F2,MhPc,HSD,Maternal,8,male,2.64,11.11065012,13.31399725,29.65431973,2.66,9.286137379,NA
F2,MhPc,HSD,Maternal,9,male,2.57,10.78259371,11.00214302,28.20840027,2.3,23.38248388,NA
F2,MhPc,HSD,Maternal,10,male,2.38,12.1909313,12.72483245,27.24208705,2.49,18.43751511,NA
F2,MhPc,HSD,Maternal,11,male,2.69,12.2338142,7.591893856,48.33393188,2.54,13.86988416,NA
F2,MhPc,HSD,Maternal,12,male,2.45,11.72594798,9.700901863,43.81452904,2.43,9.808670984,NA
F2,MhPc,HSD,Maternal,13,male,2.7,9.192048371,8.845469666,31.7447048,2.55,13.41243099,NA
F2,MhPc,HSD,Maternal,14,male,2.58,8.351720063,8.551110871,25.54936516,2.41,11.46575508,NA
F2,MhPc,HSD,Maternal,15,male,2.78,11.58857305,9.230222381,42.12098553,2.6,22.03563163,NA
F2,MhPc,HSD,Maternal,16,male,2.73,10.25231443,16.06368981,53.88023918,2.46,20.03214054,NA
F2,MhPc,HSD,Maternal,17,male,2.76,12.67721681,18.19762218,44.85092221,2.35,4.909708747,NA
F2,MhPc,HSD,Maternal,18,male,2.43,11.23973216,14.4095837,39.03317735,2.35,10.18074111,NA
F2,MhPc,HSD,Maternal,19,male,2.6,8.768478956,10.27284557,23.24291125,2.51,10.08166827,NA
F2,MhPc,HSD,Maternal,20,male,2.55,8.039146102,13.67025561,23.37416905,2.42,14.98924982,NA
F2,MhPc,HSD,Maternal,21,male,2.55,8.946078431,20.2077808,45.36114672,3.01,12.82715322,NA
F2,MhPc,HSD,Maternal,22,male,2.58,7.676201701,13.8390738,25.64777532,2.11,17.22069426,NA
F2,MhPc,HSD,Maternal,23,male,2.53,10.13556696,14.61415226,29.53462357,2.38,26.54862749,NA
F2,MhPc,HSD,Maternal,24,male,2.6,6.710706671,10.96161922,28.95155197,2.48,53.58964894,NA
F2,McPh,HSD,Paternal,1,male,2.34,10.19729737,17.18149622,18.84225473,2.3,26.03372416,NA
F2,McPh,HSD,Paternal,2,male,2.54,9.998331595,10.93039366,30.65842895,2.62,64.64538302,NA
F2,McPh,HSD,Paternal,3,male,2.6,9.548611111,12.16573179,20.57921496,2.7,53.92105544,NA
F2,McPh,HSD,Paternal,4,male,2.64,6.10181311,22.03593587,22.76755338,2.55,33.68394543,NA
F2,McPh,HSD,Paternal,5,male,2.67,8.067253004,6.091351608,9.771347805,2.44,33.64019335,NA
F2,McPh,HSD,Paternal,6,male,2.65,7.533132943,13.15289399,20.05731086,2.74,40.52525219,NA
F2,McPh,HSD,Paternal,7,male,2.59,13.377586,28.3786864,31.59750562,2.49,42.30894679,NA
F2,McPh,HSD,Paternal,8,male,2.43,13.02052685,21.77553638,21.27235994,2.39,32.76059769,NA
F2,McPh,HSD,Paternal,9,male,2.39,13.16784001,19.94991719,38.08660793,2.43,41.35209917,NA
F2,McPh,HSD,Paternal,10,male,2.63,6.349577404,33.68127162,40.44077945,2.48,37.71119347,NA
F2,McPh,HSD,Paternal,11,male,2.68,10.10157539,11.13907026,27.73110197,2.7,29.79849973,NA
F2,McPh,HSD,Paternal,12,male,2.6,9.731570513,21.72594897,22.18705629,2.51,36.21180679,NA
F2,McPh,HSD,Paternal,13,male,2.76,12.87486817,14.81916045,27.38916768,2.69,28.87810364,NA
F2,McPh,HSD,Paternal,14,male,2.65,8.308699769,10.84067765,18.03065399,2.38,28.09212631,NA
F2,McPh,HSD,Paternal,15,male,2.83,8.344181843,13.84696745,29.98566377,2.45,22.09861839,NA
F2,McPh,HSD,Paternal,16,male,2.41,5.110194019,15.4952035,22.83772025,2.76,38.33273517,NA
F2,McPh,HSD,Paternal,17,male,2.79,7.430997877,10.61251985,24.65079619,2.46,51.18846719,NA
F2,McPh,HSD,Paternal,18,male,2.62,8.002566607,10.60400603,25.85259487,2.59,43.60020253,NA
F2,McPh,HSD,Paternal,19,male,2.68,9.210292994,12.15417008,21.95194505,2.59,40.01434272,NA
F2,McPh,HSD,Paternal,20,male,2.59,11.34770639,12.29343742,21.26421783,2.25,41.29258052,NA
F2,McPh,HSD,Paternal,21,male,2.58,5.508507226,18.05721979,27.67879119,2.53,32.29347826,NA
F2,McPh,HSD,Paternal,22,male,2.52,7.982841117,16.70851691,32.78749804,2.38,55.27873849,NA
F2,McPh,HSD,Paternal,23,male,2.63,7.495614035,18.33292779,32.06514082,2.41,55.36216158,NA
F2,McPh,HSD,Paternal,24,male,2.47,5.635547709,16.75021636,19.38872051,2.65,86.80255641,NA
F2,MhPh,HSD,Parental,1,male,2.6,11.58289412,12.1286534,32.02163362,2.49,9.900096831,NA
F2,MhPh,HSD,Parental,2,male,2.51,11.01730411,10.96004198,30.40338885,2.86,7.540987792,NA
F2,MhPh,HSD,Parental,3,male,2.62,11.33746484,14.81789406,17.71290306,2.31,8.98881671,NA
F2,MhPh,HSD,Parental,4,male,2.51,11.46192499,13.29464286,36.92287084,2.26,9.159951098,NA
F2,MhPh,HSD,Parental,5,male,2.51,11.87457046,14.93861387,26.45440294,2.53,8.721732617,NA
F2,MhPh,HSD,Parental,6,male,2.52,13.10013571,14.78676461,30.46826794,2.64,9.007588846,NA
F2,MhPh,HSD,Parental,7,male,2.52,8.312232759,10.10178547,15.66222675,2.47,9.293445076,NA
F2,MhPh,HSD,Parental,8,male,2.49,9.699195785,20.24035225,31.00920267,2.42,5.735349937,NA
F2,MhPh,HSD,Parental,9,male,2.6,10.94183529,8.538541083,25.40036724,2.34,8.251269298,NA
F2,MhPh,HSD,Parental,10,male,2.45,7.965955349,21.11414551,14.23405885,2.22,5.713240587,NA
F2,MhPh,HSD,Parental,11,male,2.38,8.221374659,16.39032202,13.59212925,2.5,4.976620752,NA
F2,MhPh,HSD,Parental,12,male,2.42,10.39553369,22.86584687,33.32079748,2.32,5.572876883,NA
F2,MhPh,HSD,Parental,13,male,2.69,10.76583936,12.47713009,29.47467898,2.53,8.290834165,NA
F2,MhPh,HSD,Parental,14,male,2.56,11.6816086,10.54604928,25.96493092,2.78,7.155786031,NA
F2,MhPh,HSD,Parental,15,male,2.57,10.22183366,12.49433906,23.08587556,2.37,6.9248252,NA
F2,MhPh,HSD,Parental,16,male,2.58,6.492775538,8.271717216,9.845678301,2.51,7.039719119,NA
F2,MhPh,HSD,Parental,17,male,2.64,11.16471161,12.64349818,22.60205383,2.69,4.875791307,NA
F2,MhPh,HSD,Parental,18,male,2.41,7.732573464,14.03209721,19.85308406,2.53,8.80404703,NA
F2,MhPh,HSD,Parental,19,male,2.6,5.811301343,12.91580488,11.09010711,2.59,9.429882203,NA
F2,MhPh,HSD,Parental,20,male,2.68,9.397460665,17.52294291,31.37015942,2.62,9.298935888,NA
F2,MhPh,HSD,Parental,21,male,2.54,10.06666286,13.12773109,23.00705405,2.41,8.48545236,NA
F2,MhPh,HSD,Parental,22,male,2.68,6.927825478,11.67435002,30.73447928,2.15,8.028782159,NA
F2,MhPh,HSD,Parental,23,male,2.63,8.430706994,14.03100897,22.87331263,2.61,8.972924872,NA
F2,MhPh,HSD,Parental,24,male,2.54,10.98649308,10.48366703,30.14313185,2.41,7.694065292,NA
